author,text,likes,published_at
@boytoy4056,53:10 inanimaliza ajab 🤣😭,0,2025-07-28T23:31:48Z
@leahmaina4204,"Enyewe huu mzing anajinauwo, a sharp young guy here.. Hii harusi imenileta hii show for the very first time,but hapo kwa 500M tumepangwa..mama is very demure",11,2025-07-28T23:30:31Z
@baddie001,Hakuna swali amejibu vile ameulizwa😂😂😂😂😂😂,1,2025-07-28T23:26:11Z
@estherwanjiru-b3s,They said nothing at the same time wow,0,2025-07-28T23:25:38Z
@boytoy4056,KRA watching this with their hands and feet in the air,18,2025-07-28T23:24:55Z
@JudiJudi-t1s,Have you watched the series queen of the south....,2,2025-07-28T23:22:50Z
@JamesKinyua-l6i,Naskia kunyora 😂😂😂🤣🤣🤣,2,2025-07-28T23:21:31Z
@zjsliq,mchele na kebab is wild😂😂😂siwanui guys but ugu chagi ni mreal 😂100❤bwana sherehe🎉🎉🎉,0,2025-07-28T23:20:26Z
@Journeyinscrub,Like my comment for this couple please.🎉,0,2025-07-28T23:19:47Z
@Britonshawil,Movement ni jamo😂😂uwezi elewa,0,2025-07-28T23:18:41Z
@periswanjiku7375,"Mumenotice leo obinna ako carefull asikose huyu msee juu ako na mbogi yake hapo,",0,2025-07-28T23:16:52Z
@briankiplangatthephoneplug2955,Shughuli lazima hu control! TOP shotta!!,0,2025-07-28T23:15:30Z
@titusombeta8477,"Such women are rare, ukipata mmoja you are lucky.",0,2025-07-28T23:14:00Z
@mamabear2545,Waschana wanapenda machali kama hawa😂😂😂😂,0,2025-07-28T23:13:56Z
@Terry-p4g1j,Obinah pia skuizi amejua sheng😂😂,0,2025-07-28T23:11:33Z
@boytoy4056,29?...eii we listen and we don't judge,0,2025-07-28T23:07:52Z
@LikizoB,This show needs subtitles. What the hell are they saying?,1,2025-07-28T23:07:35Z
@rechoumazi1773,By kesho itakuwa 300k views Ni mapenzi ya patello Na Dee ❤❤❤,1,2025-07-28T23:07:24Z
@monicanungari4105,😅😅😅ati chura,0,2025-07-28T23:06:50Z
@carenbwire26,I love them😂😂,1,2025-07-28T23:06:46Z
@mikylovesavocado,Patelo ananinice vile anajibu vile anajiskia 😂😂,3,2025-07-28T23:06:08Z
@IvonneMmbukha,I love this yooo we are talking about 500 million aje hivyo to😅😅,4,2025-07-28T23:05:05Z
@MumKelz-o3y,Obinna trying to mock the couple...he need to grow up.being a comedian doesn't mean ur dumb...style up,1,2025-07-28T23:03:33Z
@isaactanui9307,"Wakudumu siku zoto,love from Tanzania",1,2025-07-28T23:02:32Z
@ZipporahWanjiku-sc8sc,Napenda venye wote ni rohosafi boyz ajaachilia  maarif wke na dem ana issues with him and the boyz,0,2025-07-28T22:57:58Z
@wambokimani682,She has beautiful eyes and smile as well. Life is short live your best. Bora huumizi mtu na hauibii from anyone. Do you! Do you! Do you!,2,2025-07-28T22:56:49Z
@ImariNjeri,They're a good couple but I feel like diana should also have freedom of expression,1,2025-07-28T22:56:00Z
@LikizoB,I like this couple,0,2025-07-28T22:54:14Z
@GeorgeKinoti-lx7yc,Hizo chuom mbaya ndo zetu 😂😂😂👊,5,2025-07-28T22:52:21Z
@gumatotowett5024,Some of us need some translation please.,0,2025-07-28T22:51:30Z
@faitlundo2165,Chom ndo zao obinna 😅😅😅😅😅he's so smart.,0,2025-07-28T22:51:29Z
@VinslyGOSIP,Kenyans mnajoke but emu chekini tu facial hapa kwa kila topic something is not right,7,2025-07-28T22:48:07Z
@Kalizzy21,"This boy must have done something shady for this lady... they then connected emotionally and the wedding could have been blackmail by the boy. The lady seemed off that day, even now..I hope time doesn't prove me right 😊😊😊😊😊😊",7,2025-07-28T22:47:17Z
@GM-re9rn,"This is my first time watching the Obinna Show—and probably the last. I only came here because of Diana and her husband. I really hope Diana can help him become a sober man and build a happy, healthy family. He’s drinking a lot of alcohol and chewing tobacco, but I believe she'll tame him with time. The Obinna Show is actually quite nice—congratulations to Obinna for hosting this couple.",38,2025-07-28T22:45:42Z
@TysonNyaburi,Wakudumu eka like,2,2025-07-28T22:44:09Z
@njokichege8482,"This interview made me subscribe to this chanel. May they have a lovely marriage. They entertained me and I love them, God bless.",4,2025-07-28T22:43:53Z
@EvansNgugi-kl2er,So he even looked sober in the wedding than this😅😅😅. But hapo kwa 500 m ni uongo😂,0,2025-07-28T22:42:30Z
@NormanMcCoy-u6y,What is bro eating? 😂😂,0,2025-07-28T22:41:43Z
@raphaelkaguima8689,I was very eager to watch and am not disappointed ... blessings manze,0,2025-07-28T22:38:11Z
@LukoSenior,She has all the money and she is willing to spend it all on love. The value of finding true love ❤,149,2025-07-28T22:34:28Z
@Kalizzy21,"This lady is in her 40s, but love wins.❤❤",3,2025-07-28T22:33:15Z
@davidkivondo6483,We can't believe 😂,0,2025-07-28T22:31:19Z
@notyourordinary.2858,29....maybe. but i don't think so..,0,2025-07-28T22:30:13Z
@maureenngechuke,The more you dig in to the question the more you get confused 😂😂,1,2025-07-28T22:29:24Z
@Fes_G,"Omba ,piga bidii ,piga Tizi ! Kweli💯",4,2025-07-28T22:28:34Z
@caleblangat4261,Huyu dem anakaa ye huonwa vita,2,2025-07-28T22:27:46Z
@emmanuelodiembo4616,What I don't understand is why he limits the lady to talk while he's not around?,1,2025-07-28T22:24:11Z
@Mango_loooovveeee,"Hio sato nlikua naenda na boss shopping hio caravan Yao na swag yetu tukaanza ku race guess who had a jeep in his caravan, it's a real mbogi for real guys",0,2025-07-28T22:23:21Z
@GeorgeKago,Walai obinna kuwa unaleta interview kama hizi😂obinna ata anaogopa kuuliza swali zile zake za uzembeteng,0,2025-07-28T22:22:24Z
@GaeJohnson-w8s,45:40 kata tenje😮😮mbogi inatambua siri😅😅😅,6,2025-07-28T22:20:38Z
@mjanjez_official.,Partelo analia Captain ni Morgan😅😅😅,0,2025-07-28T22:17:41Z
@mwasaru254,Wakudumu watadumu😂💯 siku zomboo,2,2025-07-28T22:17:38Z
@spinkypictures51,"God mbele,tizi kiasi na focus 🙏",2,2025-07-28T22:15:54Z
@medallionsihaba,Nani tuowane 😅😅😅😅,0,2025-07-28T22:14:16Z
@afroxpat,Hapo Kwa politics Obinna Ume bant.. 😂😂😂,0,2025-07-28T22:13:21Z
@yahyamohamud8588,My first time here big up patelo,0,2025-07-28T22:11:27Z
@tulipp91,I was enjoying the show until jamaa ameanza uongo mingi,1,2025-07-28T22:10:13Z
@BonfaceMwaosh,"Sagugda kinara siku zombo,big up obina show for hosting",2,2025-07-28T22:09:59Z
@Rrizz047,That sip of whiskey after The more you dig in the more you get confused,3,2025-07-28T22:07:49Z
@blessedrebornmary5122,Na Diana ameficha kucha za miguu,2,2025-07-28T22:05:47Z
@Mariddim_Certified,Yut fih Yut 💪💪,0,2025-07-28T22:04:53Z
@faitlundo2165,late bt locked in😅😅,1,2025-07-28T22:04:49Z
@kilokelly,They’ve nailed it 😂,1,2025-07-28T22:02:59Z
@wayuomar1340,Patelo zsha shika😂😂 mpeeni chaser buana,1,2025-07-28T22:02:00Z
@yvonneatieno2555,Ati 26 na 29😂😂😂 mnatupima sindio?🙄,0,2025-07-28T22:00:18Z
@flevianalusa2556,Ndo naingia sasa ivii ndo naingia nmetoka mjengo naskia patello amevaa 10+million,0,2025-07-28T21:59:57Z
@djsquider,Kuomokaa sii rahisii....,0,2025-07-28T21:59:15Z
@maruempires,I want to hecko what my husband has said😂😂,1,2025-07-28T21:58:51Z
@lizm8803,She has a lot facelift she can’t even 😂😂it’s too much for her face good lord,1,2025-07-28T21:58:36Z
@yvonneatieno2555,Lakini mbona anataja mamilioni like it's nothing 😢😅 pesa ww😂,0,2025-07-28T21:57:29Z
@RachorbabieStudios,Sai ndio nko free nawatch ....whos watching sai sai😂,0,2025-07-28T21:56:02Z
@Sirlim_Ramesh,Yut for Yut,0,2025-07-28T21:55:39Z
@dennismwangi-c4i,The silence after 500 million😂😂😂,1,2025-07-28T21:55:29Z
@KipkemoiNicholas-u8j,Kwani hawezi acha mamaa abonge😭😂😂,4,2025-07-28T21:55:26Z
@jamesmwaura6873,😂😂😂weeeh io management huezikataa kuwalipa,1,2025-07-28T21:54:28Z
@djsquider,Sharaout too mad G,0,2025-07-28T21:53:07Z
@wanjikuaisha8546,"Bolo wamasuti najua hamini, pesa bila kelele",0,2025-07-28T21:52:30Z
@GeorgeKago,The first obinna show to watch from beginning to the end,0,2025-07-28T21:52:16Z
@faithmokua2566,1st time watching this show 😅😅,0,2025-07-28T21:51:36Z
@JedidaGathigi,Better ningeolewa na hii type labda bado ningekuwa bado kwangu,0,2025-07-28T21:51:33Z
@frashaoskah8446,Vile dee ametulia.....vile inafaa....talks when asked,0,2025-07-28T21:50:56Z
@SheikhaMohamed-z3s,Gettho people are humble guys coz they know pain suffering they have brotherhood I really love them as brothers sisters I wish you always best inshallah my dear,21,2025-07-28T21:50:45Z
@djsquider,Ready for the show...,0,2025-07-28T21:50:10Z
@sharlynjans2917,Kenyan prince hawezi fikia huyu,2,2025-07-28T21:48:53Z
@Wanjiku2543Wanjiku,Zari and diamond version,0,2025-07-28T21:48:10Z
@red-dvD,🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩,2,2025-07-28T21:47:09Z
@raphaelkaguima8689,Kenyan prince ....,0,2025-07-28T21:45:32Z
@ritamwendwa8717,Youth leader program ni mingi,0,2025-07-28T21:42:56Z
@Abigaelnyamusi-k6v,Nani anawatch like right now 😅 hii nayo lazima tuwatch🎉🎉,21,2025-07-28T21:41:42Z
@terry_dela,Watching it from ngc 😂,1,2025-07-28T21:41:29Z
@BonfaceMwaosh,"ile shembeteng inaflow hapa ata militan guovana ule wa mbogi genje hawezi ngam,hawezi digloo,za patello hizi hizi,probox nne kwa shingo😂😂😂ebu mpake hii coment make up na ile color ya damu😂😂",9,2025-07-28T21:40:26Z
@otienosteven1685,"wazee,,,,ndio kusema nowdayzs....kumwaga,,,,ni mtama",1,2025-07-28T21:40:17Z
@djsquider,Waiting for show...❤❤❤,2,2025-07-28T21:40:04Z
@wayuomar1340,Wueeeh watu wanafika beii huku injee🙌🙌🔥🔥,1,2025-07-28T21:39:47Z
@angeliquewang3931,Barshosho nainawo hometown ❤,1,2025-07-28T21:39:33Z
@ropmercy5980,Weuh the show was top notch the guy is really a full vibe 😅,1,2025-07-28T21:39:11Z
@cmnashisako,Leo sijaskia munez…😂😂😂😂 alitevevaaa,0,2025-07-28T21:38:43Z
@Manosashi,"Is it just me or does Diana keep fidgeting and her breathing, someone should check if she is okay 🫂❤",0,2025-07-28T21:38:34Z
@Kendilinda,Wah mi ni mnisa😅,0,2025-07-28T21:37:44Z
@DarlingEmmie-f8q,Bahati na Diana watafika bei😢,5,2025-07-28T21:35:56Z
@SamuelNgangagathoni,Zetu zetu😂😂,2,2025-07-28T21:35:22Z
@sandrawambui8177,"Obina nakuelewa....
Yenyewe nime watch but nimekuwa nimeshtuka throughout...😮😂😂😂",0,2025-07-28T21:33:26Z
@SamuelNgangagathoni,Hii ni noma walai😂,4,2025-07-28T21:33:13Z
@gombezdave4225,"Dee advice to ladies, wakuwe watrue na wasare uchura,amazing people",25,2025-07-28T21:32:18Z
@graceruguru-c8c,"OMBA,PIGA BIDII,PIGA TIZII...😅",1,2025-07-28T21:31:21Z
@SarahZAMU,acha nilale kesho ndio nipeleke pesa kwa bank 🏦 million 80000000 sitaambia watu😂😅😂,0,2025-07-28T21:30:20Z
@xusno-e2s,Hapa guardian angel hatoshi,0,2025-07-28T21:29:09Z
@davidkyalo9407,Nani anacheka swhii😅😅😅,0,2025-07-28T21:29:03Z
@SarahZAMU,Si jaba bro 😂😂😂atii 500 million wueh God kama mimi ni Eve nipeleke kwa nyoka 😅,1,2025-07-28T21:27:30Z
@humility60,"Whichever thing he is into,  one sure thing, this guy is sharp, and so is the lady; she is calm and collected.  Correct recipe for them....They are 🔐 in",29,2025-07-28T21:26:06Z
@jo-1njoki722,I'm l the only one floating and a little bit of sinking,0,2025-07-28T21:25:55Z
@MtruishLogik,Niaje obinnna,0,2025-07-28T21:25:30Z
@viviankalex,I like the way the wife is submissive respect joh,0,2025-07-28T21:24:53Z
@RoyfordMugambi-s2p,The guy is so sober smart  in every move,0,2025-07-28T21:23:33Z
@princeh1725,This type of guys never get cheated on by their girls 😅😅😅,13,2025-07-28T21:22:29Z
@spicexetrah,Patelo ameseti chaves 😂😂😂😂,0,2025-07-28T21:21:41Z
@Wisdom-m3h,Ghetto President,0,2025-07-28T21:21:12Z
@frankwambui4133,Sirahisi my guy,0,2025-07-28T21:21:03Z
@winniekanyaga3462,Patelo uko jaba..eti unataka kutupea jobs😂,0,2025-07-28T21:20:53Z
@safrofadesstoryvideos,Money sometimes..si solution😂,0,2025-07-28T21:18:39Z
@mercykitavi982,Tu quarter😂 twa TikTok tumebidi n fike YouTube mbio mbio😂😂😂😂😂,0,2025-07-28T21:17:27Z
@winnyakoth6194,"I love the show, am here for madam dee.much love for you.she is my friend . congratulations 🎉👏 the newly  couple in the town.but dee didn't invite me for the wedding.congragulation",3,2025-07-28T21:15:01Z
@spicexetrah,Sasa Dee hataongea jameni😂😂😂😂,0,2025-07-28T21:14:52Z
@Peterwiz_254,Realest ✌,0,2025-07-28T21:14:40Z
@wambuarichard5318,So partelo hapa ndio bibi ama???ni swali tuu,0,2025-07-28T21:13:55Z
@sandrawambui8177,Am confused...is this girl threatened 😢,0,2025-07-28T21:13:36Z
@miriamwambui9450,Eti 500 million😂😂😂😂😂,0,2025-07-28T21:13:20Z
@spicexetrah,29 wapi😂😂😂😂,0,2025-07-28T21:12:38Z
@kwambokashaz,"Patello: ""The more you dig in the question, the more you get confused"" 😂😂",3,2025-07-28T21:12:36Z
@fredhura4488,Hii Sasa ndo inabamba😂..kumi na nne bora🎉zetu zetu,1,2025-07-28T21:12:13Z
@richwifemiss,😅😅😅😅it's fun to watch them. Obinna must have had a difficult time 😂kuuliza maswali this guy is smart vile anajibu,1,2025-07-28T21:12:11Z
@afroxpat,Si Amini Na watch hii channel Na vile Niki lose my respect for Obinna after vile Ali treat  ule msee Wa mortuary,0,2025-07-28T21:12:07Z
@LukoSenior,"Youths we are all focused on the wrong things, if want change we should all go back to work, and build this shiet ourselves, that guy is G.",0,2025-07-28T21:10:45Z
@mhengamtarajiwa1733,Hizo Chuom mbaya ndio zetu😂😂,0,2025-07-28T21:09:41Z
@spicexetrah,Woiiiiii😂😂😂😂,0,2025-07-28T21:09:20Z
@carolmuya88,Napenda venye Patelo anajibu swali inaitwa confuse your enemies....,1,2025-07-28T21:09:11Z
@MultiPatricos,"""Still waters runs deep""",0,2025-07-28T21:08:46Z
@abigaelchebet1843,❤❤❤,0,2025-07-28T21:08:45Z
@SweetyKoko-gv5yp,Pedi should be changed 500million😂😂😂 what,0,2025-07-28T21:08:21Z
@JulietRoseline-s8l,I love this interview 😂😂😂💯👏,2,2025-07-28T21:08:07Z
@SophiaAuma-g8o,Hata mimi sipendi maPR 😂😂,0,2025-07-28T21:07:37Z
@SylviaAchieng-hd4zu,Obinna huni bamba vile yee huangalia na izo spects 👀😂😂,0,2025-07-28T21:07:31Z
@MildredNaviore,She's not 29 though she's in her 50s,0,2025-07-28T21:06:39Z
@ROFANKENT,Top shotta😊,0,2025-07-28T21:06:31Z
@jacklyneNafula-r7p,Jacky ktoka bungoma ❤❤❤.pamoja,0,2025-07-28T21:06:12Z
@luciewanjiru9873,Ni kama Partello ndio President .... anasema madame wao wangeuguza na wana clap 😂😂😂😂,0,2025-07-28T21:06:05Z
@olgambotela3912,I  love❤️,0,2025-07-28T21:05:37Z
@safrofadesstoryvideos,Bad boyzz will always win,0,2025-07-28T21:04:58Z
@sklagat4825,Bangi,0,2025-07-28T21:03:28Z
@HellenKirunyu,Huyu wa kofia ya red ni type yangu,0,2025-07-28T21:03:02Z
@stephenkiragu1430,"Ata betty kyalo akona wake😂wacheni Patelo na Diana be🎉
Wivu kando hii ndo inabamba",7,2025-07-28T21:02:37Z
@GiddyNotorious,Mih spendi uongo😂😂😂😂😂😂,1,2025-07-28T21:01:08Z
@myuaandevaandmyshawainaina170,Love it!! This guy is a man!,2,2025-07-28T21:01:06Z
@WinnieMukiri-m4c,Mnasema Dee akona miaka 29,0,2025-07-28T21:00:56Z
@JacklineAtieno-r7w,Napenda vile patelo anabonga,1,2025-07-28T21:00:47Z
@realeddy7331,Huyu boy akishasema part yake  analeft mara hiyo hiyo anawachanisha oga hapo,0,2025-07-28T20:59:42Z
@shirleyadala3070,Nataka kijana wa twedy6 tu tuanze life ya harusi❤😏🤣,1,2025-07-28T20:57:35Z
@shirleycarlbridge915,❤❤,0,2025-07-28T20:57:02Z
@SharonsChicAdventures,Partelo for president basss😂….,6,2025-07-28T20:56:34Z
@alyana_b2,"Aty 500million, cezi amini",2,2025-07-28T20:56:34Z
@shirleycarlbridge915,Aty mtoi ako 20 year ama ni mimi sijaelewa na wameet 2 yrs,0,2025-07-28T20:56:23Z
@Ms.Njeri_Wambui,Word of the day; maruchepe😂😂,1,2025-07-28T20:56:03Z
@biemsquaredke7227,That dude is top,0,2025-07-28T20:55:46Z
@adamsbello6439,😂😂How will I tell y'all I studied with Patelo na mbilivie? 😂 😂But I'm happy for him fr🤩☺️,0,2025-07-28T20:55:37Z
@mchachorichard1166,Hii episode imekuwa very authentic,1,2025-07-28T20:55:17Z
@hope23446,Wedding $3.86m,0,2025-07-28T20:55:09Z
@Exit_43podcast,Kumi na nne boraa 😂😂,0,2025-07-28T20:54:51Z
@NellyLuvusi-m1h,Wenye wanawatch sahii lets gather here sahii😊,107,2025-07-28T20:54:39Z
@Tasha870,Ukweli obina hawezi jaribu,0,2025-07-28T20:54:37Z
@mudavadijamesbond5861,"Westside ""guangi"" inamaanisha whore😂😂😂",0,2025-07-28T20:54:09Z
@breevykaria1225,Hello obinna is your interview only based on celebrities or can you also invite just someone random from your funs and interview them just asking ??😊😊😊,0,2025-07-28T20:53:53Z
@suzamsheinam2305,I like this guy partelo ni King 👑 of He's on empire very wise he listen digest and answer the question what made me like him more is that he helps the youth and he's a believer he loves God about the wife very pretty compost calm and she looks submissive,10,2025-07-28T20:52:59Z
@peter-h9e2i,🧢🧢🧢,0,2025-07-28T20:52:54Z
@nivelleniv,Apa munez alikuwa rada mbaya sana😅,0,2025-07-28T20:51:42Z
@biggieessence,Hakuna mkate ngumu mbele ya chai😂😂,0,2025-07-28T20:51:17Z
@braizonomamo8837,Ati hio wametulia😅😅😅,0,2025-07-28T20:50:45Z
@Ynote_CODM,Hampei chance ya kuongea,0,2025-07-28T20:49:02Z
@djroystar-k3j,Huyu ameshinda Vinnie baite😅,0,2025-07-28T20:48:58Z
@JoshuaMusembi4544,haha the best interview  ya obinna nimefurahia,0,2025-07-28T20:46:59Z
@lizmemoh8262,Mambo ni live,0,2025-07-28T20:45:34Z
@lewisballer3633,Bonnie and Clyde,2,2025-07-28T20:45:01Z
@mutheumulinge1472,Secret service 😂😂😂 aaaaah he is hilarious!!!,7,2025-07-28T20:44:20Z
@ChristineNkirote-d4j,Hii nayo itandumu❤❤❤,0,2025-07-28T20:43:26Z
@carolwaswa5858,"I can only say, WOW! ❤",0,2025-07-28T20:42:06Z
@faithhazel,Is the seriousness for me😂😂😂😂😂,1,2025-07-28T20:41:38Z
@petermiri2864,Huezi jiita gwangi na reformer at the same time 🚮,0,2025-07-28T20:41:15Z
@Velanvelma254,Hawa watu wanatoa wapi pesa😂😂😂alafu mbona wanaka hiviyo lakini😅,0,2025-07-28T20:41:10Z
@jackieannah,Weeeeh hiyo finishing,0,2025-07-28T20:40:44Z
@faithhazel,Hata death haiwezi😂😂😂,3,2025-07-28T20:39:44Z
@mlokolevince,This lady is under siege! Body language says otherwise!,0,2025-07-28T20:39:32Z
@evelynkerubo3707,Yaani Hadi ndovu unasaidiwa kutema😂,1,2025-07-28T20:38:47Z
@TheRealFormatShow,ndio kudonjo,0,2025-07-28T20:38:42Z
@SleepyGreyElephant-cw4lq,Thanks Katelo finally MTopsha ame fanya harusi 😂😂😂😂😂😂,1,2025-07-28T20:38:30Z
@dalmasojwang7003,Hio mbogi imepea Obinna wasiwasi 😂,0,2025-07-28T20:37:31Z
@finnesedommy,Mathe amenipata nikiwatch hii akaniambia tuanze tena amefurahishwa na hawa,233,2025-07-28T20:36:02Z
@SamuelMwangi-n1g,Uyo anafaa rehab,0,2025-07-28T20:35:44Z
@judyngereso,🔥🔥🔥🔥💯,0,2025-07-28T20:35:40Z
@luciewanjiru9873,THE MORE YOU DIG INTO THE QUESTION THE MORE YOU WILL BE CONFUSED ❤❤❤,0,2025-07-28T20:34:59Z
@momigz5453,1:24:09 huyo ndio ata betray crew ....I am from the future,0,2025-07-28T20:34:49Z
@PeninahMwikali-h7u,3500 people walikua hewa,0,2025-07-28T20:34:43Z
@ElizaMusyoka-r2x,Interview iko juu it will the most on this channel ❤️,0,2025-07-28T20:34:36Z
@vonnixvonnybwoy6981,Huyu jamaa anatuona matako yake😂😂😂,0,2025-07-28T20:34:20Z
@mjoanmugazia3643,Love wins ❤❤❤,0,2025-07-28T20:34:03Z
@princess_Grace-b4r,First born wao ako 20 yrs,0,2025-07-28T20:32:44Z
@Ynote_CODM,Huyo msee anakaa umeme chini ya maji💀,1,2025-07-28T20:32:33Z
@33Madcity,Read the riddim,0,2025-07-28T20:31:55Z
@SamuelMwangi-n1g,Mkuuuuuurugenzi,0,2025-07-28T20:31:34Z
@Kaida_Cut254,Sija watch all interview from start to end but hii namaliza😂😂😂😂,0,2025-07-28T20:31:32Z
@CyndiObondi,Mashogodo marupeche ni nini guys😂,0,2025-07-28T20:31:31Z
@evelynkerubo3707,Hii maisha ni fupi...Wacha watu wapendane...wamenibamba mbaya,0,2025-07-28T20:31:16Z
@MichaelynMbeti-oy2qk,"Mchele na nny😂😂😂😂😂 
Huku ndo kunabamba 😅😂",0,2025-07-28T20:31:05Z
@davidorayo123,Dem wa real Estate,0,2025-07-28T20:30:36Z
@FridaKanabu,Teresa Mendoza,0,2025-07-28T20:29:34Z
@emilyonyango8921,Hapo fundi hakuwa bolo,0,2025-07-28T20:27:42Z
@Neema_neyma,Aliamua kua sober si vitu za dunia😂😂,0,2025-07-28T20:27:36Z
@marlineibrahim9961,Siku zombo😂,0,2025-07-28T20:27:16Z
@sarrymuthoni,Mi husoma kuhusu mafia boss😢😢.... Kumbe wako live😂😂,1,2025-07-28T20:27:12Z
@GunnerVision254,Huyu kijana ako madudu,0,2025-07-28T20:27:12Z
@NyamaiGFF,Nani ameskia akiambiwa kata tenje😂,0,2025-07-28T20:27:09Z
@maureenwangechimucheru1343,The money he's mentioning clearly shows he's in delulu land🤣🤣🤣,1,2025-07-28T20:27:00Z
@emmyandrew,Nimeogopa kucomment coz we🙆🏼‍♀️🤦🏽‍♀️🤣🤣🤣,0,2025-07-28T20:26:31Z
@suzzyjames5367,Baby daddy wangu alikua na hii vibe ikanishinda😂😂😂so ningetulia ingefika hapa aaaah failure 😅😅😅,1,2025-07-28T20:26:22Z
@Tasha870,I saw them in  Dubai,3,2025-07-28T20:26:22Z
@KinamaRachael,"Obinna:Si Umesema ye anaishi lavi na we unaishi utawala?
Patello: No ndio nakuambia the more you dig in to the question the more you be confused 😂😂😂😂😂😂😂
Hii imenimaliza😂😂",1,2025-07-28T20:26:00Z
@mathaimwas81,Huyu Niko sure atajishindia influencer wa captain Morgan na hiyo mchezo mchezo amesema hapo,21,2025-07-28T20:25:34Z
@ay.vah_._,59:14 naisha 😂😂😂😂😂 naskia kunyora,20,2025-07-28T20:25:16Z
@I_matter_No_matter,Maruchete😅,1,2025-07-28T20:24:58Z
@M_gachoki7544,the queen of south,1,2025-07-28T20:24:28Z
@IbrahimSheba,Alafu unapata Thee family's bibi anapayuka kama chiriku,0,2025-07-28T20:24:01Z
@eunicemulete2453,Nimeona nusu nusu ticktock ikabidi nikujie full huku😂😂,0,2025-07-28T20:23:53Z
@WinnieMukiri-m4c,Na story ya kushout out watu wako uache let go straight to the point,0,2025-07-28T20:23:41Z
@DorothyWambui-w6d,😂😂😂😂aaah this is nice,1,2025-07-28T20:22:58Z
@WinnieMukiri-m4c,Nataka kama hii sasa😊😅😅,0,2025-07-28T20:22:55Z
@maureenwangechimucheru1343,Hapo kwa 500m nayo ni uongooo😂,1,2025-07-28T20:22:27Z
@MildredNaviore,Wazao Ni nini,0,2025-07-28T20:21:18Z
@maryannkhabwechila2262,The woman is so cool I really like her hi ndoa ni ya kudumu,1,2025-07-28T20:21:07Z
@paulinemuema4660,Bora tuna strike na cheza😂😂😂,1,2025-07-28T20:21:00Z
@mindoflust-m,"Patelo ni mjanjaaaa.
Ile design anarespond iko top.
Haezi mwaga unga",0,2025-07-28T20:19:37Z
@MosesKena-p4h,Eeeiiiyy ntapata wapi Dee wangu😢😂😂l🎉❤,2,2025-07-28T20:19:30Z
@maryannkhabwechila2262,Ile furaha ilikuwa hiyo harusi ni true,0,2025-07-28T20:18:46Z
@jstelias,Obinna is not feeling safe😂,1,2025-07-28T20:18:20Z
@111psycosshorts9,Mauru unit👊,0,2025-07-28T20:18:14Z
@foi_kui,Loving this interview I swear 😂❤,0,2025-07-28T20:17:44Z
@PeterGitau-t9h,Mpaka amemeza kacheng manzee 😂😂,0,2025-07-28T20:17:41Z
@annaouchi6106,Dee is a Muslim she has children but am happy for her,6,2025-07-28T20:17:39Z
@johnnyM4,Show imeisha nikafeel vibaya man,0,2025-07-28T20:17:34Z
@NellieChege,The lady is good but I feel like she’s in her 40’s,1,2025-07-28T20:17:33Z
@111psycosshorts9,Patelo ghetto prezz😂wakudumu watadumu👊,2,2025-07-28T20:17:12Z
@anneambundo2363,Hawa wanaosha pesa,0,2025-07-28T20:16:24Z
@valmetto,Wenye wanaelewa wanaelewa!!,0,2025-07-28T20:15:00Z
@sndonyo,Kama she's 29 basi am 15,0,2025-07-28T20:14:49Z
@davinogenche3677,If you know you know...ni kufocus na bidii,0,2025-07-28T20:14:39Z
@davidmungai4275,Wazazi walisemaje kuhusu wedo,0,2025-07-28T20:14:20Z
@jenniferEdith1190,Imagine bad boys huwa na true love🎉🎉❤❤,34,2025-07-28T20:14:05Z
@roselynwaringa1240,"The guy is super wise, you can't get him easily 😅😅😅",2,2025-07-28T20:13:43Z
@miss_vee1,l love this interview😂😂😂,0,2025-07-28T20:13:35Z
@stephano1482,Noo the more you ding in the question the more you be confused 👊👊,1,2025-07-28T20:12:04Z
@MoreenWanjiru-j4o,I love the spirit with the husband,4,2025-07-28T20:12:00Z
@frashaoskah8446,😂😂😂 ruto amefunza uyu kujiuliza swali na kujijibu ile ameulizwa ataki😂😂😂😂 adi nkamiss ruto wa zamani man what changed agh😂😂,0,2025-07-28T20:11:15Z
@ay.vah_._,"Obinna:Huogopi kuingia chum mbaya
Partelo: Izo chum ndo zetu
😂😂😂😂",1,2025-07-28T20:11:01Z
@k-stuntsrevolution,Vj Patel ❤❤,0,2025-07-28T20:10:59Z
@JoanRechael,Uuuuui,0,2025-07-28T20:10:55Z
@MoreenWanjiru-j4o,Hii nayo imeweza Obinna,0,2025-07-28T20:10:44Z
